"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"C12orf67","Previous symbol","LINC00477","long intergenic non-protein coding RNA 477","HGNC:26557","12p12.1"
"C14orf156","Previous symbol","SLIRP","SRA stem-loop interacting RNA binding protein","HGNC:20495","14q24.3"
"LRMP","Previous symbol","IRAG2","inositol 1,4,5-triphosphate receptor associated 2","HGNC:6690","12p12.1"
"LOC100129716","Unmatched","","","",""
"EIF2C4","Previous symbol","AGO4","argonaute RISC component 4","HGNC:18424","1p34.3"
"LOC645638","Alias symbol","WFDC21P","WAP four-disulfide core domain 21, pseudogene","HGNC:50357","17q23.1"
"ICT1","Previous symbol","MRPL58","mitochondrial ribosomal protein L58","HGNC:5359","17q25.1"
"KIAA1731","Previous symbol","CEP295","centrosomal protein 295","HGNC:29366","11q21"
"NCRNA00094","Previous symbol","BRD3OS","BRD3 opposite strand","HGNC:24742","9q34.2"
"MIR103-2AS","Previous symbol","MIR103B2","microRNA 103b-2","HGNC:35385","20p13"
"MESDC2","Previous symbol","MESD","mesoderm development LRP chaperone","HGNC:13520","15q25.1"
"TCEB3","Previous symbol","ELOA","elongin A","HGNC:11620","1p36.11"
"PMS2L3","Previous symbol","PMS2P3","PMS1 homolog 2, mismatch repair system component pseudogene 3","HGNC:9128","7q11.23"
"C9orf82","Previous symbol","CAAP1","caspase activity and apoptosis inhibitor 1","HGNC:25834","9p21.2"
"SDCCAG3","Previous symbol","ENTR1","endosome associated trafficking regulator 1","HGNC:10667","9q34.3"
"C5orf53","Previous symbol","IGIP","IgA inducing protein","HGNC:33847","5q31.3"
"TREML2P","Previous symbol","TREML5P","triggering receptor expressed on myeloid cells like 5, pseudogene","HGNC:30808","6p21.1"
"KLRA1","Previous symbol","KLRA1P","killer cell lectin like receptor A1, pseudogene","HGNC:6372","12p13.2"
"MST4","Alias symbol","STK26","serine/threonine kinase 26","HGNC:18174","Xq26.2"
"C12orf24","Previous symbol","FAM216A","family with sequence similarity 216 member A","HGNC:30180","12q24.11"
"DVWA","Previous symbol","COL6A4P1","collagen type VI alpha 4 pseudogene 1","HGNC:33484","3p25.1"
"SFRS15","Previous symbol","SCAF4","SR-related CTD associated factor 4","HGNC:19304","21q22.11"
"CXorf15","Previous symbol","TXLNG","taxilin gamma","HGNC:18578","Xp22.2"
"FAM21A","Previous symbol","WASHC2A","WASH complex subunit 2A","HGNC:23416","10q11.23"
"RNF160","Previous symbol","LTN1","listerin E3 ubiquitin protein ligase 1","HGNC:13082","21q21.3"
"FAM194A","Previous symbol","ERICH6","glutamate rich 6","HGNC:28602","3q25.1"
"TMEM189","Previous symbol","PEDS1","plasmanylethanolamine desaturase 1","HGNC:16735","20q13.13"
"FAM160A2","Previous symbol","FHIP1B","FHF complex subunit HOOK interacting protein 1B","HGNC:25378","11p15.4"
"DKFZp566F0947","Unmatched","","","",""
"LOC648740","Unmatched","","","",""
"LOC653566","Unmatched","","","",""
"KIAA1430","Previous symbol","CFAP97","cilia and flagella associated protein 97","HGNC:29276","4q35.1"
"WDR78","Previous symbol","DNAI4","dynein axonemal intermediate chain 4","HGNC:26252","1p31.3"
"VPRBP","Previous symbol","DCAF1","DDB1 and CUL4 associated factor 1","HGNC:30911","3p21.2"
"C5orf44","Previous symbol","TRAPPC13","trafficking protein particle complex subunit 13","HGNC:25828","5q12.3"
"POL3S","Alias symbol","PRSS53","serine protease 53","HGNC:34407","16p11.2"
"C12orf44","Previous symbol","ATG101","autophagy related 101","HGNC:25679","12q13.13"
"C22orf28","Previous symbol","RTCB","RNA 2',3'-cyclic phosphate and 5'-OH ligase","HGNC:26935","22q12.3"
"SNORD50A","Approved symbol","SNORD50A","small nucleolar RNA, C/D box 50A","HGNC:10200","6q14.3"
"CCDC75","Previous symbol","GPATCH11","G-patch domain containing 11","HGNC:26768","2p22.2"
"LOC641367","Unmatched","","","",""
"CCDC90A","Previous symbol","MCUR1","mitochondrial calcium uniporter regulator 1","HGNC:21097","6p23"
"C22orf27","Previous symbol","MORC2-AS1","MORC2 antisense RNA 1","HGNC:26662","22q12.2"
"C6orf164","Previous symbol","LINC01590","long intergenic non-protein coding RNA 1590","HGNC:21404","6q15-q16.1"
"UCRC","Alias symbol","UQCR10","ubiquinol-cytochrome c reductase, complex III subunit X","HGNC:30863","22q12.2"
"KDELC1","Previous symbol","POGLUT2","protein O-glucosyltransferase 2","HGNC:19350","13q33.1"
"ZNF643","Previous symbol","ZFP69B","ZFP69 zinc finger protein B","HGNC:28053","1p34.2"
"KIAA0892","Previous symbol","MAU2","MAU2 sister chromatid cohesion factor","HGNC:29140","19p13.11"
"CCDC111","Previous symbol","PRIMPOL","primase and DNA directed polymerase","HGNC:26575","4q35.1"
"MARCH5","Previous symbol","MARCHF5","membrane associated ring-CH-type finger 5","HGNC:26025","10q23.32-q23.33"
"DKFZp686O24166","Alias symbol","NCR3LG1","natural killer cell cytotoxicity receptor 3 ligand 1","HGNC:42400","11p15.1"
"PPY2","Previous symbol","PPY2P","pancreatic polypeptide 2, pseudogene","HGNC:9328","17q11.2"
"TRAPPC2P1","Previous symbol","TRAPPC2B","trafficking protein particle complex subunit 2B","HGNC:10710","19q13.43"
"C9orf103","Previous symbol","IDNK","IDNK gluconokinase","HGNC:31367","9q21.32"
"LOC284900","Unmatched","","","",""
"C7orf47","Previous symbol","PPP1R35","protein phosphatase 1 regulatory subunit 35","HGNC:28320","7q22.1"
"RP11-529I10.4","Alias symbol","DPCD","deleted in primary ciliary dyskinesia homolog (mouse)","HGNC:24542","10q24.32"
"MARCH7","Previous symbol","MARCHF7","membrane associated ring-CH-type finger 7","HGNC:17393","2q24.2"
"C12orf26","Previous symbol","METTL25","methyltransferase like 25","HGNC:26228","12q21.31"
"LOC80154","Unmatched","","","",""
"SEPT7","Previous symbol","SEPTIN7","septin 7","HGNC:1717","7p14.2"
"ST7OT4","Previous symbol","ST7-OT4","ST7 overlapping transcript 4","HGNC:18835","7q31.2"
"LOC387646","Unmatched","","","",""
"INTS4L2","Previous symbol","INTS4P2","integrator complex subunit 4 pseudogene 2","HGNC:22351","7q11.21"
"LOC729799","Unmatched","","","",""
"RABL5","Previous symbol","IFT22","intraflagellar transport 22","HGNC:21895","7q22.1"
"KIAA0406","Previous symbol","TTI1","TELO2 interacting protein 1","HGNC:29029","20q11.23"
"LOC401127","Unmatched","","","",""
"KIAA0114","Previous symbol","DANCR","differentiation antagonizing non-protein coding RNA","HGNC:28964","4q12"
"LOC256880","Unmatched","","","",""
"H2AFZ","Previous symbol","H2AZ1","H2A.Z variant histone 1","HGNC:4741","4q23"
"C11orf30","Previous symbol","EMSY","EMSY transcriptional repressor, BRCA2 interacting","HGNC:18071","11q13.5"
"ZNF828","Previous symbol","CHAMP1","chromosome alignment maintaining phosphoprotein 1","HGNC:20311","13q34"
"DKFZp779M0652","Unmatched","","","",""
"NCRNA00203","Previous symbol","ITPK1-AS1","ITPK1 antisense RNA 1","HGNC:20132","14q32.12"
"TMEM146","Previous symbol","CATSPERD","cation channel sperm associated auxiliary subunit delta","HGNC:28598","19p13.3"
"SFRS18","Previous symbol","PNISR","PNN interacting serine and arginine rich protein","HGNC:21222","6q16.2"
"C7orf59","Previous symbol","LAMTOR4","late endosomal/lysosomal adaptor, MAPK and MTOR activator 4","HGNC:33772","7q22.1"
"SEPT2","Previous symbol","SEPTIN2","septin 2","HGNC:7729","2q37.3"
"SEPT2","Alias symbol","SEPTIN6","septin 6","HGNC:15848","Xq24"
"C10orf96","Previous symbol","CCDC172","coiled-coil domain containing 172","HGNC:30524","10q25.3"
"C14orf45","Previous symbol","BBOF1","basal body orientation factor 1","HGNC:19855","14q24.3"
"C14orf79","Previous symbol","CLBA1","clathrin binding box of aftiphilin containing 1","HGNC:20126","14q32.33"
"HNRPDL","Previous symbol","HNRNPDL","heterogeneous nuclear ribonucleoprotein D like","HGNC:5037","4q21.22"
"ZNF323","Previous symbol","ZSCAN31","zinc finger and SCAN domain containing 31","HGNC:14097","6p22.1"
"HMGB1L1","Previous symbol","HMGB1P1","high mobility group box 1 pseudogene 1","HGNC:4993","20q13.31"
"ATP5J","Previous symbol","ATP5PF","ATP synthase peripheral stalk subunit F6","HGNC:847","21q21.3"
"C2orf53","Previous symbol","PRR30","proline rich 30","HGNC:28677","2p23.3"
"NARG2","Previous symbol","ICE2","interactor of little elongation complex ELL subunit 2","HGNC:29885","15q22.2"
"MGEA5","Previous symbol","OGA","O-GlcNAcase","HGNC:7056","10q24.32"
"KIAA0101","Previous symbol","PCLAF","PCNA clamp associated factor","HGNC:28961","15q22.31"
"FAM119A","Previous symbol","METTL21A","methyltransferase 21A, HSPA lysine","HGNC:30476","2q33.3"
"C4orf42","Previous symbol","CTBP1-DT","CTBP1 divergent transcript","HGNC:28307","4p16.3"
"C10orf4","Previous symbol","FRA10AC1","FRA10A associated CGG repeat 1","HGNC:1162","10q23.33"
"C6orf126","Previous symbol","CLPSL2","colipase like 2","HGNC:21250","6p21.31"
"NDNL2","Previous symbol","NSMCE3","NSE3 homolog, SMC5-SMC6 complex component","HGNC:7677","15q13.1"
"C3orf54","Previous symbol","INKA1","inka box actin regulator 1","HGNC:32480","3p21.31"
"C7orf63","Previous symbol","CFAP69","cilia and flagella associated protein 69","HGNC:26107","7q21.13"
"FAM73A","Previous symbol","MIGA1","mitoguardin 1","HGNC:24741","1p31.1"
"C15orf43","Previous symbol","TERB2","telomere repeat binding bouquet formation protein 2","HGNC:28520","15q21.1"
"CCDC99","Previous symbol","SPDL1","spindle apparatus coiled-coil protein 1","HGNC:26010","5q35.1"
"LOC550112","Alias symbol","UBA6-DT","UBA6 divergent transcript","HGNC:49083","4q13.2"
"GATSL1","Previous symbol","CASTOR2","cytosolic arginine sensor for mTORC1 subunit 2","HGNC:37073","7q11.23"
"LOC388789","Alias symbol","SMIM26","small integral membrane protein 26","HGNC:43430","20p11.23"
"LOC284412","Unmatched","","","",""
"LOC284632","Unmatched","","","",""
"C11orf73","Previous symbol","HIKESHI","heat shock protein nuclear import factor hikeshi","HGNC:26938","11q14.2"
"C2orf7","Previous symbol","PRADC1","protease associated domain containing 1","HGNC:16047","2p13.2"
"C7orf46","Previous symbol","FAM221A","family with sequence similarity 221 member A","HGNC:27977","7p15.3"
"SSSCA1","Previous symbol","ZNRD2","zinc ribbon domain containing 2","HGNC:11328","11q13.1"
"SKIV2L2","Previous symbol","MTREX","Mtr4 exosome RNA helicase","HGNC:18734","5q11.2"
"C15orf17","Previous symbol","FAM219B","family with sequence similarity 219 member B","HGNC:24695","15q24.1-q24.2"
"GSTTP2","Approved symbol","GSTTP2","glutathione S-transferase theta pseudogene 2","HGNC:33606","22q11.23 alternate reference locus"
"CLK2P","Previous symbol","CLK2P1","CDC like kinase 2, pseudogene 1","HGNC:2070","7p15.3"
"CXorf27","Previous symbol","H2AP","H2A.P histone","HGNC:18417","Xp11.4"
"ISCA1L","Previous symbol","ISCA1P1","iron-sulfur cluster assembly 1 pseudogene 1","HGNC:33263","5q12.1"
"PSG10","Previous symbol","PSG10P","pregnancy specific beta-1-glycoprotein 10, pseudogene","HGNC:9515","19q13.2"
"HDHD1A","Previous symbol","PUDP","pseudouridine 5'-phosphatase","HGNC:16818","Xp22.31"
"TMEM5","Previous symbol","RXYLT1","ribitol xylosyltransferase 1","HGNC:13530","12q14.2"
"LOC149837","Unmatched","","","",""
"BRP44L","Previous symbol","MPC1","mitochondrial pyruvate carrier 1","HGNC:21606","6q27"
"CCDC52","Previous symbol","SPICE1","spindle and centriole associated protein 1","HGNC:25083","3q13.2"
"C11orf82","Previous symbol","DDIAS","DNA damage induced apoptosis suppressor","HGNC:26351","11q14.1"
"PMS2L4","Previous symbol","PMS2P4","PMS1 homolog 2, mismatch repair system component pseudogene 4","HGNC:9129","7q11.21"
"C17orf85","Previous symbol","NCBP3","nuclear cap binding subunit 3","HGNC:24612","17p13.2"
"MTVR2","Unmatched","","","",""
"C19orf61","Previous symbol","SMG9","SMG9 nonsense mediated mRNA decay factor","HGNC:25763","19q13.31"
"FAM164A","Previous symbol","ZC2HC1A","zinc finger C2HC-type containing 1A","HGNC:24277","8q21.13"
"BZW1L1","Previous symbol","BZW1P2","basic leucine zipper and W2 domains 1 pseudogene 2","HGNC:33954","3q13.31"
"USMG5","Previous symbol","ATP5MK","ATP synthase membrane subunit k","HGNC:30889","10q24.33"
"C5orf30","Previous symbol","MACIR","macrophage immunometabolism regulator","HGNC:25052","5q21.1"
"C6orf108","Previous symbol","DNPH1","2'-deoxynucleoside 5'-phosphate N-hydrolase 1","HGNC:21218","6p21.1"
"C14orf142","Previous symbol","GON7","GON7 subunit of KEOPS complex","HGNC:20356","14q32.12"
"ZFP112","Previous symbol","ZNF112","zinc finger protein 112","HGNC:12892","19q13.31"
"KIAA1012","Previous symbol","TRAPPC8","trafficking protein particle complex subunit 8","HGNC:29169","18q12.1"
"C14orf104","Previous symbol","DNAAF2","dynein axonemal assembly factor 2","HGNC:20188","14q21.3"
"LOC100130017","Unmatched","","","",""
"C9orf41","Previous symbol","CARNMT1","carnosine N-methyltransferase 1","HGNC:23435","9q21.13"
"PXMP3","Previous symbol","PEX2","peroxisomal biogenesis factor 2","HGNC:9717","8q21.13"
"TM7SF4","Previous symbol","DCSTAMP","dendrocyte expressed seven transmembrane protein","HGNC:18549","8q22.3"
"C14orf174","Previous symbol","SAMD15","sterile alpha motif domain containing 15","HGNC:18631","14q24.3"
"NCRNA00119","Previous symbol","NPHP3-AS1","NPHP3 antisense RNA 1","HGNC:24129","3q22.1"
"LOC100286938","Unmatched","","","",""
"C15orf55","Previous symbol","NUTM1","NUT midline carcinoma family member 1","HGNC:29919","15q14"
"BPIL3","Previous symbol","BPIFB6","BPI fold containing family B member 6","HGNC:16504","20q11.21"
"ST7OT1","Previous symbol","ST7-AS1","ST7 antisense RNA 1","HGNC:16000","7q31.2"
"LOC339535","Unmatched","","","",""
"CXorf64","Previous symbol","PRR32","proline rich 32","HGNC:34498","Xq25"
"C9orf95","Previous symbol","NMRK1","nicotinamide riboside kinase 1","HGNC:26057","9q21.13"
"LSMD1","Previous symbol","NAA38","N-alpha-acetyltransferase 38, NatC auxiliary subunit","HGNC:28212","17p13.1"
"ZDHHC8P","Previous symbol","ZDHHC8BP","ZDHHC8B, pseudogene","HGNC:26461","22q11.23"
"UTP11L","Previous symbol","UTP11","UTP11 small subunit processome component","HGNC:24329","1p34.3"
"C16orf52","Previous symbol","MOSMO","modulator of smoothened","HGNC:27087","16p12.2"
"PECI","Previous symbol","ECI2","enoyl-CoA delta isomerase 2","HGNC:14601","6p25.2"
"HIST1H4H","Previous symbol","H4C8","H4 clustered histone 8","HGNC:4788","6p22.2"
"LACE1","Previous symbol","AFG1L","AFG1 like ATPase","HGNC:16411","6q21"
"CNIH","Previous symbol","CNIH1","cornichon family AMPA receptor auxiliary protein 1","HGNC:19431","14q22.2"
"C9orf30","Previous symbol","MSANTD3","Myb/SANT DNA binding domain containing 3","HGNC:23370","9q31.1"
"LOC400657","Unmatched","","","",""
"C17orf86","Previous symbol","SNHG20","small nucleolar RNA host gene 20","HGNC:33099","17q25.2"
"HIATL1","Previous symbol","MFSD14B","major facilitator superfamily domain containing 14B","HGNC:23376","9q22.32"
"LOC100128023","Unmatched","","","",""
"TMEM14E","Previous symbol","TMEM14EP","transmembrane protein 14E, pseudogene","HGNC:34386","3q25.2"
"KIAA1919","Previous symbol","MFSD4B","major facilitator superfamily domain containing 4B","HGNC:21053","6q21"
"C5orf54","Previous symbol","FAM200C","family with sequence similarity 200 member C","HGNC:30804","5q33.3"
"NBPF16","Previous symbol","NBPF15","NBPF member 15","HGNC:28791","1q21.1"
"LOC728758","Unmatched","","","",""
"C6orf115","Previous symbol","ABRACL","ABRA C-terminal like","HGNC:21230","6q24.1"
"C2orf56","Previous symbol","NDUFAF7","NADH:ubiquinone oxidoreductase complex assembly factor 7","HGNC:28816","2p22.2"
"HIST1H4E","Previous symbol","H4C5","H4 clustered histone 5","HGNC:4790","6p22.2"
"HIST1H1B","Previous symbol","H1-5","H1.5 linker histone, cluster member","HGNC:4719","6p22.1"
"TMEM194B","Previous symbol","NEMP2","nuclear envelope integral membrane protein 2","HGNC:33700","2q32.2"
"LOC100268168","Unmatched","","","",""
"LOC100271832","Unmatched","","","",""
"HIST1H4K","Previous symbol","H4C12","H4 clustered histone 12","HGNC:4784","6p22.1"
"SLC24A6","Previous symbol","SLC8B1","solute carrier family 8 member B1","HGNC:26175","12q24.13"
"IL1F8","Previous symbol","IL36B","interleukin 36 beta","HGNC:15564","2q14.1"
"SNORA34","Previous symbol","SNORA2C","small nucleolar RNA, H/ACA box 2C","HGNC:32624","12q13.11"
"C9orf150","Previous symbol","LURAP1L","leucine rich adaptor protein 1 like","HGNC:31452","9p23"
"SCARNA27","Approved symbol","SCARNA27","small Cajal body-specific RNA 27","HGNC:33614","6p24.3"
"CCDC144B","Previous symbol","CCDC144BP","coiled-coil domain containing 144B, pseudogene","HGNC:26704","17p11.2"
"C3orf75","Previous symbol","ELP6","elongator acetyltransferase complex subunit 6","HGNC:25976","3p21.31"
"LOC100132707","Unmatched","","","",""
"C5orf51","Previous symbol","RIMOC1","RAB7A interacting MON1-CCZ1 complex subunit 1","HGNC:27750","5p13.1"
"HIST1H2BG","Previous symbol","H2BC8","H2B clustered histone 8","HGNC:4746","6p22.2"
"HIST1H2AE","Previous symbol","H2AC8","H2A clustered histone 8","HGNC:4724","6p22.2"
"C1orf51","Previous symbol","CIART","circadian associated repressor of transcription","HGNC:25200","1q21.2"
"C3orf35","Previous symbol","APRG1","APRG1 tumor suppressor candidate","HGNC:24082","3p22.2"
"LOC145820","Unmatched","","","",""
"FUK","Previous symbol","FCSK","fucose kinase","HGNC:29500","16q22.1"
"SLED1","Unmatched","","","",""
"MKI67IP","Previous symbol","NIFK","nucleolar protein interacting with the FHA domain of MKI67","HGNC:17838","2q14.3"
"SSFA2","Previous symbol","ITPRID2","ITPR interacting domain containing 2","HGNC:11319","2q31.3"
"RARS","Previous symbol","RARS1","arginyl-tRNA synthetase 1","HGNC:9870","5q34"
"WDR85","Previous symbol","DPH7","diphthamide biosynthesis 7","HGNC:25199","9q34.3"
"ATP5SL","Previous symbol","DMAC2","distal membrane arm assembly component 2","HGNC:25496","19q13.2"
"HERV-FRD","Alias symbol","ERVFRD-1","endogenous retrovirus group FRD member 1, envelope","HGNC:33823","6p24.2"
"LOC678655","Unmatched","","","",""
"TCEB3C","Previous symbol","ELOA3P","elongin A3, pseudogene","HGNC:24617","18q21.1 not on reference assembly"
"LOC400891","Unmatched","","","",""
"LOC100093631","Unmatched","","","",""
"PRO0628","Unmatched","","","",""
"C15orf54","Previous symbol","LINC02915","long intergenic non-protein coding RNA 2915","HGNC:33797","15q14"
"KIAA0368","Previous symbol","ECPAS","Ecm29 proteasome adaptor and scaffold","HGNC:29020","9q31.3"
"H2AFB1","Previous symbol","H2AB1","H2A.B variant histone 1","HGNC:22516","Xq28"
"H2AFB3","Previous symbol","H2AB3","H2A.B variant histone 3","HGNC:14455","Xq28"
"LOC374443","Unmatched","","","",""
"CDC2","Alias symbol","POLD1","DNA polymerase delta 1, catalytic subunit","HGNC:9175","19q13.3"
"CDC2","Previous symbol","CDK1","cyclin dependent kinase 1","HGNC:1722","10q21.2"
"LOC146481","Unmatched","","","",""
